timestamp,Ct,prediction,anomalyScore
2007-10-07 00:00:00,0.935,0.812,2.171390594050898
2007-10-08 00:00:00,0.797,0.821,4.1036746120905319
2007-10-09 00:00:00,0.818,0.819,2.0287842980309962
2007-10-10 00:00:00,0.815,0.817,1.7629384753339312
2007-10-11 00:00:00,0.821,0.819,5.8238934623521681
2007-10-12 00:00:00,0.809,0.898,0.6922941550267343
2007-10-13 00:00:00,0.891,0.927,0.73198097075493751
2007-10-14 00:00:00,0.941,0.812,2.2451501822667757
2007-10-15 00:00:00,0.815,0.821,3.2762531965748458
2007-10-16 00:00:00,0.818,0.808,1.9603844988818391
2007-10-17 00:00:00,0.815,0.814,2.6930223360138834
2007-10-18 00:00:00,0.815,0.819,4.2465337636847797
2007-10-19 00:00:00,0.819,0.891,1.9215538142833832
2007-10-20 00:00:00,0.876,0.927,0.70355084589564354
2007-10-21 00:00:00,0.932,0.812,2.193913868834259
2007-10-22 00:00:00,0.81,0.816,13.420351924677762
2007-10-23 00:00:00,0.817,0.819,1.5455512233395379
2007-10-24 00:00:00,0.813,0.817,4.6204454611747856
2007-10-25 00:00:00,0.808,0.819,8.584730090456322
2007-10-26 00:00:00,0.811,0.891,1.6040444672458898
2007-10-27 00:00:00,0.886,0.927,0.528814803043687
2007-10-28 00:00:00,0.854,0.811,6.0097320179097968
2007-10-29 00:00:00,0.815,0.817,16.5015469820164
2007-10-30 00:00:00,0.815,0.819,2.4059481384925432
2007-10-31 00:00:00,0.834,0.83,2.485839942483643
2007-11-01 00:00:00,0.801,0.819,3.1238130039338294
2007-11-02 00:00:00,0.8,0.891,1.1578480603985637
2007-11-03 00:00:00,0.877,0.9,0.51836516406380684
2007-11-04 00:00:00,0.795,0.811,4.3838789897939758
2007-11-05 00:00:00,0.808,0.817,15.355453824740605
2007-11-06 00:00:00,0.811,0.814,2.9250853495049118
2007-11-07 00:00:00,0.815,0.817,5.5201391579786359
2007-11-08 00:00:00,0.819,0.819,7.5905659017417584
2007-11-09 00:00:00,0.812,0.891,1.2305525747379678
2007-11-10 00:00:00,0.863,1.0,0.66388454099683736
2007-11-11 00:00:00,0.808,0.808,2.7528405154954734
2007-11-12 00:00:00,0.794,0.817,10.695115712289592
2007-11-13 00:00:00,0.797,0.815,4.2699861201126366
2007-11-14 00:00:00,0.815,0.817,3.0899599055238403
